id,gameNo,gameName,gameCode,type,costPrice,tax,salePrice,dateOfSale
30,7,DOUkGlXWWJ,Gn3YZ,2,70.92,6.38,77.3,2024-04-29
31,99,eDfxusCNLT,tTBWN,1,11.55,1.04,12.59,2024-04-05
32,65,JzNiEvKpoQ,g44NR,2,25.51,2.3,27.81,2024-04-09
33,33,inOBUWFBnZ,8mf49,2,94.48,8.5,102.98,2024-04-06
34,72,jdzkhwEnTT,mbBBW,2,93.9,8.45,102.35,2024-04-28
35,86,hzfaXcARYt,TrCXH,2,13.0,1.17,14.17,2024-04-03
36,69,OFWllGmzRF,9r8ni,2,75.92,6.83,82.75,2024-04-27
37,54,nhBoVdZUpT,txMau,2,42.6,3.83,46.43,2024-04-05
38,89,nXSppcdGMX,BEN7j,1,79.99,7.2,87.19,2024-04-05
39,65,ejYynGInDe,7IlBT,1,80.89,7.28,88.17,2024-04-27
40,39,jtbpWERfXZ,kRpbn,2,49.44,4.45,53.89,2024-04-16
41,67,mspDtKubBw,lKuqi,1,14.43,1.3,15.73,2024-04-17
42,39,mWiCxwUsBU,5lzGJ,2,60.02,5.4,65.42,2024-04-12
43,14,eJAGbVDrXb,AN0AS,1,54.42,4.9,59.32,2024-04-19
44,27,RjaOmwcfot,UMz2D,1,86.09,7.75,93.84,2024-04-03
45,57,eYubJQudio,vKB6V,2,54.75,4.93,59.68,2024-04-10
46,35,qbuulwYbgM,flOls,2,18.97,1.71,20.68,2024-04-07
47,32,FgfcoYQzZZ,qZFLY,1,56.73,5.11,61.84,2024-04-25
48,38,FHbuOxgZKr,LMOxM,2,23.41,2.11,25.52,2024-04-14
49,99,QEFuoJQqsy,dkauK,1,65.63,5.91,71.54,2024-04-20
50,3,ZiYZgJwVKM,ali6E,2,20.39,1.84,22.23,2024-04-11
51,72,hXTSCYhfEn,wxA8F,2,95.58,8.6,104.18,2024-04-01
52,75,lFXTbVWuZz,nzeZ5,1,100.75,9.07,109.82,2024-04-01
53,81,LaBgkurOHX,XfutY,2,84.02,7.56,91.58,2024-04-01
54,27,gdhPdNjBBw,sUHkX,2,84.17,7.58,91.75,2024-04-26
55,30,tjGDSAZXPd,MXqdG,1,16.65,1.5,18.15,2024-04-23
56,2,SVpfEgnNDv,j5jIn,2,74.42,6.7,81.12,2024-04-01
57,44,gdylHLORvW,KCXqB,2,61.1,5.5,66.6,2024-04-01
58,34,xgdVHsVDyJ,sCewA,2,72.84,6.56,79.4,2024-04-06
59,64,ugTPsXXNRe,2wn18,1,47.19,4.25,51.44,2024-04-26
60,47,AhIfSmMlLx,gCfFo,2,58.14,5.23,63.37,2024-04-17
61,77,opdWTFNuSE,IlGnI,2,75.15,6.76,81.91,2024-04-17
62,14,EMhJfiDHXe,KvB90,2,45.73,4.12,49.85,2024-04-11
63,1,iRwNPnmXlO,UH5Ez,1,97.56,8.78,106.34,2024-04-14
64,23,ATOKcrouKz,FoSpl,1,56.66,5.1,61.76,2024-04-25
65,91,rcrtFkSslW,CBTEn,1,21.15,1.9,23.05,2024-04-29
66,5,xtIcEvckHd,b8kRJ,1,16.67,1.5,18.17,2024-04-18
67,79,CQdgQEkTxQ,V3Yy0,2,15.09,1.36,16.45,2024-04-27
68,49,PQrwTihXuc,mkKbC,1,96.4,8.68,105.08,2024-04-28
69,76,NKHMGWamOe,MIv61,1,27.59,2.48,30.07,2024-04-23
70,8,LeqjPZsUoE,DyUNr,1,75.02,6.75,81.77,2024-04-28
71,4,gDWoQiDBOY,65nyp,2,95.18,8.57,103.75,2024-04-08
72,86,ZcsJeNvxTB,XQf0k,2,59.45,5.35,64.8,2024-04-17
73,90,GPyjxEHIwo,Ielri,1,52.08,4.69,56.77,2024-04-18
74,83,ZzCiuNAwSg,pOr6p,2,33.17,2.99,36.16,2024-04-14
75,37,dsXJWsgEjK,T5BIb,1,85.5,7.69,93.19,2024-04-10
76,32,xbgMADrLCu,a9hiP,2,78.47,7.06,85.53,2024-04-17
77,52,AhgzHYhQCv,7snY3,2,42.81,3.85,46.66,2024-04-09
78,51,zJQXvCMemG,n3Lsj,1,60.99,5.49,66.48,2024-04-10
79,50,YCWgpCEjqK,NYouO,1,37.9,3.41,41.31,2024-04-19
80,33,odfCuwRAHC,Rtmpx,2,97.99,8.82,106.81,2024-04-16
81,42,onzmMlmvIX,IKA17,2,72.97,6.57,79.54,2024-04-07
82,18,EmxoplEEki,qyavb,1,59.65,5.37,65.02,2024-04-06
83,88,oCVNHmRggh,5AuD8,1,15.3,1.38,16.68,2024-04-03
84,11,FsqLSsoUKr,GJL50,2,51.54,4.64,56.18,2024-04-08
85,7,CnEdWOakQh,GKhcw,1,60.57,5.45,66.02,2024-04-25
86,78,CmUGEoKyqF,JLgE3,2,99.91,8.99,108.9,2024-04-02
87,45,VEJiZEpgdg,IIS1s,1,51.51,4.64,56.15,2024-04-13
88,4,lVtjRviEGy,FkajZ,2,33.34,3.0,36.34,2024-04-28
89,50,GYmgDwiQUr,eLHvY,2,73.34,6.6,79.94,2024-04-25
90,64,ALbMJTwWYP,IRb6v,2,86.75,7.81,94.56,2024-04-12
91,43,ihCfUwStJO,ugS69,2,56.02,5.04,61.06,2024-04-06
92,86,VCbxnfaOld,N20Yt,2,48.52,4.37,52.89,2024-04-21
93,40,bRASukxYQo,EUm1l,1,57.69,5.19,62.88,2024-04-21
94,60,INIcrrSbMF,iHZCB,2,20.0,1.8,21.8,2024-04-10
95,61,mTCdmNfcIV,j1NNn,1,15.15,1.36,16.51,2024-04-21
96,99,hFWvLJJCuZ,tS24x,2,40.24,3.62,43.86,2024-04-09
97,67,rgNTcLcWlU,pkdZn,1,36.86,3.32,40.18,2024-04-21
98,88,uLIrmmsfui,vjyIv,1,59.3,5.34,64.64,2024-04-13
99,63,CXvFDXWeel,ezxQC,1,44.83,4.03,48.86,2024-04-14
100,13,xiedbEUyHm,I6VJa,2,96.01,8.64,104.65,2024-04-21
101,45,nRwMOaZYWz,U6zSs,2,26.72,2.4,29.12,2024-04-02
102,40,uKXHYiiKjW,s08MO,2,79.5,7.15,86.65,2024-04-03
103,10,mraYVgfQhY,ETO2T,2,55.27,4.97,60.24,2024-04-10
104,14,CUkJsugHEG,vIOhT,2,30.18,2.72,32.9,2024-04-29
105,8,mOqEqfWVlz,9jgKp,2,31.9,2.87,34.77,2024-04-12
106,11,PeHGwXIkeU,ssEyV,1,63.42,5.71,69.13,2024-04-02
107,72,arZEePbUoK,Sa6Ue,1,84.12,7.57,91.69,2024-04-24
108,65,rKkVRskXRK,XxJUQ,2,19.33,1.74,21.07,2024-04-04
109,91,ENrloLoUJB,z9NpS,2,53.15,4.78,57.93,2024-04-01
110,48,mDVcibCXkw,HdP5U,2,62.56,5.63,68.19,2024-04-09
111,56,rJOpQXfrZf,hOQpz,2,11.78,1.06,12.84,2024-04-11
112,2,BBsIsLKcHK,2qOpM,1,77.19,6.95,84.14,2024-04-04
113,58,wqToDQDjyN,JnD5s,2,59.22,5.33,64.55,2024-04-23
114,42,ivcMisJDRA,SS3si,2,26.17,2.36,28.53,2024-04-13
115,32,ZIXNErQbny,CzDgn,1,34.21,3.08,37.29,2024-04-27
116,55,eHYllwMETA,DFuok,1,91.06,8.2,99.26,2024-04-03
117,30,YXBRdMJKCd,n6GES,2,81.52,7.34,88.86,2024-04-18
118,10,LsLfJZFXQR,uUH0B,2,94.67,8.52,103.19,2024-04-04
119,18,jBwxEAtyZU,j94z5,1,15.14,1.36,16.5,2024-04-13
120,9,rUYJeeMOpB,YAdAe,1,72.03,6.48,78.51,2024-04-06
121,40,KZJHbJHtCC,PFrRf,1,66.43,5.98,72.41,2024-04-01
122,43,bHwWBPkVdP,LYT6a,2,65.5,5.89,71.39,2024-04-29
123,41,oHKirhawTv,BaReC,1,48.66,4.38,53.04,2024-04-08
124,46,vJvbZcQGTs,2X6VN,2,20.59,1.85,22.44,2024-04-06
125,86,KYJJNPeeKV,YIAjd,1,53.04,4.77,57.81,2024-04-06
126,32,WeEofGbDwQ,bJKpv,2,37.84,3.41,41.25,2024-04-09
127,19,AtorxwdDlz,6Mz3s,2,35.7,3.21,38.91,2024-04-08
128,30,BIhQjDPdob,xhWri,1,15.06,1.36,16.42,2024-04-11
129,90,UibdDyqVWo,NURoJ,2,83.61,7.52,91.13,2024-04-20
130,82,bxrIzhWjEH,zhYnl,1,79.67,7.17,86.84,2024-04-06
131,93,ArIfCSzLCW,vM1gk,1,13.6,1.22,14.82,2024-04-25
132,19,nfkgZHeBHC,grpoL,2,61.28,5.52,66.8,2024-04-01
133,71,QXVcMEhoiS,OeXzG,1,96.14,8.65,104.79,2024-04-19
134,88,KNMHrVULro,USqNT,2,59.27,5.33,64.6,2024-04-11
135,27,cXPgqXtnuo,5V0HG,1,88.99,8.01,97.0,2024-04-26
136,40,tCDYGoDKBM,Li6xa,2,83.39,7.51,90.9,2024-04-09
137,83,TxTMwjxzKG,VnuVX,1,70.71,6.36,77.07,2024-04-08
138,25,xLviXzbKjJ,zASG5,1,77.98,7.02,85.0,2024-04-29
139,59,mhFoqijNFn,ls9xF,1,29.71,2.67,32.38,2024-04-18
140,31,KaGbThpEXV,PJJMx,2,94.52,8.51,103.03,2024-04-21
141,89,mzNwNBvJdR,ZNlEa,2,87.54,7.88,95.42,2024-04-19
142,74,zYnJVgJRml,3Xb1d,1,52.93,4.76,57.69,2024-04-22
143,40,kbjlSGRaVV,RDSWP,1,50.26,4.52,54.78,2024-04-09
144,53,ZfEhxGSXQQ,5DEPf,1,62.87,5.66,68.53,2024-04-13
145,66,nhuVGnkfvg,MdZcg,1,68.06,6.13,74.19,2024-04-23
146,7,wqlTIQslml,DhaMn,2,24.05,2.16,26.21,2024-04-01
147,36,JQckznfkwV,XLGik,2,71.28,6.42,77.7,2024-04-25
148,31,iJzRRVMncY,yJTj9,2,12.42,1.12,13.54,2024-04-01
149,60,RUrUmhutml,M8vKR,2,85.18,7.67,92.85,2024-04-24
150,68,gvQRCEvIsm,KWXfb,1,52.49,4.72,57.21,2024-04-21
151,54,MPRrTCtvtC,ygo0U,2,33.88,3.05,36.93,2024-04-20
152,52,KkrchnlQZU,Egxmx,2,10.3,0.93,11.23,2024-04-13
153,43,JJDNrnpokq,by7HT,2,58.74,5.29,64.03,2024-04-14
154,50,miJBXhEQVG,JZYHr,1,56.34,5.07,61.41,2024-04-04
155,13,bjeMDuiABx,Gz8dZ,1,50.84,4.58,55.42,2024-04-11
156,66,cCMJeudtUn,qLHjV,2,79.48,7.15,86.63,2024-04-09
157,32,DmfyrtsSaN,89pPF,1,40.76,3.67,44.43,2024-04-10
158,54,gGKHczbUJR,oqdir,1,43.21,3.89,47.1,2024-04-15
159,91,hbWWlBkSOM,l2UZT,2,18.1,1.63,19.73,2024-04-22
160,37,NlFQFKRFoK,03SCe,2,98.43,8.86,107.29,2024-04-19
161,73,rqKOnKHiRa,MuaJB,2,43.03,3.87,46.9,2024-04-23
162,57,htQPxLLGaI,aWzJg,1,39.21,3.53,42.74,2024-04-10
163,3,MwONfnCbzg,MSdui,1,61.91,5.57,67.48,2024-04-24
164,45,UHzpmVnVOt,GfPIq,2,44.79,4.03,48.82,2024-04-27
165,18,BHwZejeJKI,qyzWV,2,20.1,1.81,21.91,2024-04-14
166,58,XPXgraNsSJ,vMJfI,1,37.16,3.34,40.5,2024-04-20
167,1,HGEZUGojzK,RFAcK,1,34.67,3.12,37.79,2024-04-06
168,57,IZFpLmRlQw,QgVHv,1,53.27,4.79,58.06,2024-04-19
169,15,ntIVHInYzN,LEYYk,1,97.67,8.79,106.46,2024-04-19
170,50,wggmbdJhRO,6EpcU,2,37.25,3.35,40.6,2024-04-05
171,93,PdiOVDfcDw,aCcfG,1,26.31,2.37,28.68,2024-04-07
172,93,ASDVwDcjzz,j8zrE,2,53.3,4.8,58.1,2024-04-04
173,17,xyoKmzNGxU,Cvl9I,2,67.08,6.04,73.12,2024-04-21
174,48,KraFofoMKd,j87LQ,2,93.42,8.41,101.83,2024-04-05
175,22,VbkrgWHYGY,xipIw,1,58.71,5.28,63.99,2024-04-04
176,62,PicSuauSCi,qKC6I,1,49.15,4.42,53.57,2024-04-08
177,78,CKVSIePnqB,OESo7,1,10.27,0.92,11.19,2024-04-14
178,87,pGATxeiHyA,2ODva,2,29.17,2.63,31.8,2024-04-09
179,64,uGvEfaKXIa,HntrJ,2,65.55,5.9,71.45,2024-04-07
180,59,mNathDOzxo,qHSaz,1,34.55,3.11,37.66,2024-04-10
181,64,PQEBZgPkSH,cgZta,2,29.46,2.65,32.11,2024-04-18
182,37,PxlLtdgXNq,kZQUg,1,55.63,5.01,60.64,2024-04-09
183,21,RUvkyWgSvy,TDOHo,2,99.53,8.96,108.49,2024-04-29
184,24,cKMhlQztlS,gOIQP,2,13.01,1.17,14.18,2024-04-16
185,35,bpmdwTjiCV,ABaO4,2,81.46,7.33,88.79,2024-04-14
186,25,OhCptLwKeA,cRtOz,1,89.92,8.09,98.01,2024-04-21
187,25,PMFWlfSPgi,ZKG6u,2,94.89,8.54,103.43,2024-04-15
188,23,cOqeTZYcWL,r7BTe,2,71.45,6.43,77.88,2024-04-28
189,55,GYpyBFLSpp,8vCyb,1,29.24,2.63,31.87,2024-04-17
190,54,rCwqBYdmbj,7HWVr,2,53.45,4.81,58.26,2024-04-27
191,84,vvRpZYjInx,Ed72V,2,82.72,7.44,90.16,2024-04-09
192,90,xihoUGJKMh,xPHjD,1,22.6,2.03,24.63,2024-04-04
193,32,KfpLpSFymd,WapXI,2,46.29,4.17,50.46,2024-04-23
194,58,NoMWSvThoE,HowYE,2,85.38,7.68,93.06,2024-04-24
195,20,bnGwhmlIhw,QDpfe,1,50.38,4.53,54.91,2024-04-28
196,48,AkGfpLnpfX,J2K1D,1,65.65,5.91,71.56,2024-04-08
197,10,OoThJKOwkd,KxIBc,1,75.89,6.83,82.72,2024-04-17
198,28,VZniDdnUur,gvIrt,2,84.48,7.6,92.08,2024-04-26
199,98,WexguKwgaE,sMN1V,1,24.09,2.17,26.26,2024-04-18
200,98,EZlgkAVEGF,4vqHR,2,23.8,2.14,25.94,2024-04-27
201,57,MiqBWaUAVN,9XGtn,2,73.26,6.59,79.85,2024-04-07
202,4,bLoFursgyb,wJE0t,2,17.27,1.55,18.82,2024-04-01
203,43,ydLSZWprMX,ydBO7,2,66.54,5.99,72.53,2024-04-15
204,35,JETkffVLHA,HeBJ9,2,18.82,1.69,20.51,2024-04-03
205,14,lXzuixnxHz,n6q2E,2,51.18,4.61,55.79,2024-04-08
206,24,UYfQfyrAJF,QDVUK,2,86.97,7.83,94.8,2024-04-08
207,74,GxBJQKmdBa,A3LG7,2,85.98,7.74,93.72,2024-04-05
208,34,LFZqblyUrE,XGUNw,2,95.82,8.62,104.44,2024-04-03
209,15,YqKMxnbJAf,HEywz,1,64.67,5.82,70.49,2024-04-07
210,63,mrZpvqKkiH,iK72r,2,62.69,5.64,68.33,2024-04-19
211,32,BOutruVvgg,ubrja,2,13.19,1.19,14.38,2024-04-18
212,25,hYferJXumo,EFq9K,2,65.6,5.9,71.5,2024-04-03
213,82,FdYYYonCOM,AN7F8,2,19.81,1.78,21.59,2024-04-20
214,3,RTnklguUeh,AEf6g,2,94.02,8.46,102.48,2024-04-14
215,62,HNSVSQJQQT,5dkAH,2,15.37,1.38,16.75,2024-04-19
216,41,sAPqtGupUR,0FdIh,2,35.65,3.21,38.86,2024-04-22
217,53,yMQpYaOPYx,kuwoP,2,33.59,3.02,36.61,2024-04-15
218,28,vMmjbnRODg,z2rCg,2,80.79,7.27,88.06,2024-04-08
219,74,heNoqFgySD,xByU8,1,74.73,6.73,81.46,2024-04-01
220,100,RiUJUVkyFW,tbsvN,1,30.41,2.74,33.15,2024-04-07
221,10,TqtNyUHZOl,wjrFQ,2,92.65,8.34,100.99,2024-04-23
222,31,LmMucZThYQ,XFhyK,1,59.69,5.37,65.06,2024-04-03
223,11,LVtIjuyikZ,YbHBw,2,11.36,1.02,12.38,2024-04-12
224,72,tdSWNieAnL,ynI3N,2,36.3,3.27,39.57,2024-04-28
225,97,uSHIgblmQP,uY8AV,1,56.1,5.05,61.15,2024-04-04
226,68,IHepShamuY,G6kqQ,1,88.14,7.93,96.07,2024-04-26
227,77,mWIHYriLLA,1yD0g,2,51.67,4.65,56.32,2024-04-19
228,31,twxgmNbxrv,S5Wl2,2,100.94,9.08,110.02,2024-04-22
229,58,FeVOhDHRmK,y0hEn,1,69.86,6.29,76.15,2024-04-19
230,9,AGQddeXoSi,2cuYz,1,39.44,3.55,42.99,2024-04-27
231,19,iPJWPsEyEh,BGGK1,2,64.48,5.8,70.28,2024-04-11
232,1,VqyrDWxwTR,y84XI,2,47.27,4.25,51.52,2024-04-22
233,37,xNIoTNFPpz,2cVKd,1,26.23,2.36,28.59,2024-04-25
234,59,RlHyiOcMOG,89nvf,2,19.2,1.73,20.93,2024-04-05
235,62,sXeARqysiA,yZsbH,2,68.6,6.17,74.77,2024-04-07
236,30,QzSfHneBYV,x5ej7,2,24.6,2.21,26.81,2024-04-05
237,5,QSNidBmJhL,g5BhY,1,92.52,8.33,100.85,2024-04-15
238,59,UUXciiIAxS,T9G26,1,42.53,3.83,46.36,2024-04-04
239,30,CUgxegbiDQ,9XyLT,1,88.33,7.95,96.28,2024-04-22
240,71,PYarFAtFib,xqAjB,1,46.86,4.22,51.08,2024-04-04
241,23,xxWUBRMUeg,Uew8r,1,78.12,7.03,85.15,2024-04-25
242,88,DoozEjJzNq,aLDZT,2,91.48,8.23,99.71,2024-04-11
243,22,bGzWuYWtAK,lcrgP,2,95.37,8.58,103.95,2024-04-05
244,44,vAXvOcbGuJ,k9ooY,2,58.47,5.26,63.73,2024-04-05
245,44,mMcSpcayHq,bH4R9,1,73.18,6.59,79.77,2024-04-28
246,21,XjipqTZPxB,WlkUy,1,56.79,5.11,61.9,2024-04-03
247,15,EhIiclXtmn,Zc38s,2,70.07,6.31,76.38,2024-04-16
248,5,fVnAQDaePD,IqNdN,2,88.71,7.98,96.69,2024-04-05
249,15,jNOyTOGtkv,CGC6u,2,82.88,7.46,90.34,2024-04-16
250,11,gbicURUcJR,tR9Bo,1,91.83,8.26,100.09,2024-04-14
251,1,WusIeFhKUu,KPWLP,2,55.81,5.02,60.83,2024-04-28
252,53,ZZqFocfugm,SQPEm,1,78.35,7.05,85.4,2024-04-28
253,46,OejcLYgFUC,Z1gfY,2,43.92,3.95,47.87,2024-04-05
254,16,pSJdLJwyDr,0kiMD,2,18.35,1.65,20.0,2024-04-18
255,7,pHTlunUhKf,DWPq2,1,12.25,1.1,13.35,2024-04-22
256,47,EqsikEVfPc,3cHuG,1,77.14,6.94,84.08,2024-04-20
257,32,gnmWCshLci,XGRmR,2,85.69,7.71,93.4,2024-04-01
258,78,keCQyQVJAj,bfmQc,1,86.41,7.78,94.19,2024-04-18
259,33,rpHxzzsjic,51pcV,2,23.49,2.11,25.6,2024-04-10
260,14,LNzFMAFRPM,CSZ9h,1,77.24,6.95,84.19,2024-04-15
261,65,AhIoIJREfq,hlVfH,1,11.33,1.02,12.35,2024-04-01
262,16,nljHyxsiEh,B4Aom,2,44.67,4.02,48.69,2024-04-06
263,17,gNVaWZCkJa,OHZEv,2,75.47,6.79,82.26,2024-04-03
264,75,MSbvsKZazT,5J6DF,2,44.76,4.03,48.79,2024-04-02
265,65,vlgRLGxDxu,SGmcu,1,90.57,8.15,98.72,2024-04-17
266,11,gedYbrFqCW,bkrJv,2,51.77,4.66,56.43,2024-04-13
267,8,QaCcGUlehC,YHDlX,1,95.19,8.57,103.76,2024-04-09
268,8,nmPXevwAAK,P1iro,1,96.98,8.73,105.71,2024-04-15
269,16,TjHCjRBxtV,01AeI,2,92.03,8.28,100.31,2024-04-12
270,76,mIvoYpMRUh,GdSyz,2,66.59,5.99,72.58,2024-04-26
271,4,cyaRLBcJoM,gVB7R,1,57.43,5.17,62.6,2024-04-02
272,39,ihKTuOfcPE,Ubk3k,2,67.89,6.11,74.0,2024-04-23
273,89,MuewZGyfjp,QyXY6,1,57.44,5.17,62.61,2024-04-25
274,55,uuQzSudZbt,pgFxy,1,19.62,1.77,21.39,2024-04-12
275,99,TiZefwMZOw,RHx5c,1,78.33,7.05,85.38,2024-04-04
276,27,AfRZNGmPLY,cUvKd,2,93.27,8.39,101.66,2024-04-14
277,84,lVbIMrvOoS,H4Pt6,2,64.03,5.76,69.79,2024-04-19
278,80,vprkTAvSmR,bgZtP,1,87.69,7.89,95.58,2024-04-06
279,26,aJQwaAXWIU,p5TXC,1,73.7,6.63,80.33,2024-04-05
280,72,pbAAHftsQd,AinOb,1,47.18,4.25,51.43,2024-04-08
281,32,ItHeEyVGlM,L6sbw,1,65.81,5.92,71.73,2024-04-26
282,79,FXygjBesTP,pj6nt,2,52.75,4.75,57.5,2024-04-12
283,9,vOySpfWgqy,YPOyY,2,39.09,3.52,42.61,2024-04-27
284,73,DtvblAZhpY,Wavy5,2,52.83,4.75,57.58,2024-04-16
285,19,LGiMKjNNPb,k988x,1,17.71,1.59,19.3,2024-04-09
286,42,nHoVrVsmDK,ragJz,1,24.58,2.21,26.79,2024-04-15
287,44,fAziWtiKNR,lm9vM,2,28.97,2.61,31.58,2024-04-16
288,22,RgXsGhJCeH,Ajni6,2,36.08,3.25,39.33,2024-04-27
289,50,XUrYfyiSDd,SW9sy,2,53.74,4.84,58.58,2024-04-10
290,48,JybePEaIuh,j64iK,1,97.55,8.78,106.33,2024-04-21
291,87,mIKKppkDvd,cqWQd,1,27.56,2.48,30.04,2024-04-28
292,92,EOthAwGnpP,hu93o,2,44.04,3.96,48.0,2024-04-25
293,49,SwlzXtBift,xzezN,2,58.62,5.28,63.9,2024-04-23
294,29,BmRMFSXWkT,n0XEb,1,83.65,7.53,91.18,2024-04-20
295,11,zadMNQyiIe,9vAql,2,17.07,1.54,18.61,2024-04-16
296,64,AxHLIKUWgS,1ikzD,2,70.57,6.35,76.92,2024-04-08
297,56,jMgVxLHNBb,Siz9K,2,87.5,7.88,95.38,2024-04-01
298,42,mWusrNMlWd,lETZR,1,31.77,2.86,34.63,2024-04-08
299,58,zvnVCkrTsI,MJLDx,1,26.51,2.39,28.9,2024-04-23
300,14,iidwMUCOXB,VS7Hu,2,64.6,5.81,70.41,2024-04-27
301,87,eLVgNqysKZ,wTeE9,2,17.83,1.6,19.43,2024-04-24
302,35,CiqTdpsXub,X13Xi,1,81.62,7.35,88.97,2024-04-25
303,7,kFMUbevAQQ,5f9GU,2,57.31,5.16,62.47,2024-04-14
304,30,rvVlgBCOSZ,y85Sh,1,91.63,8.25,99.88,2024-04-10
305,53,OsvNxhCiDA,lShwa,2,24.44,2.2,26.64,2024-04-28
306,60,SgBdqhKCOg,YsncG,2,43.87,3.95,47.82,2024-04-19
307,23,GXzvcmTZqf,BTerU,1,78.24,7.04,85.28,2024-04-19
308,47,kBNNSaWFWQ,PklUd,2,95.74,8.62,104.36,2024-04-26
309,58,xfOoUXWNEO,W3JAC,2,34.26,3.08,37.34,2024-04-02
310,68,OhfQCLAqrR,zRurO,1,30.55,2.75,33.3,2024-04-14
311,67,iHNDPYArgN,bqpEN,2,31.69,2.85,34.54,2024-04-13
312,18,dAMWINJJzX,roSxN,1,97.05,8.73,105.78,2024-04-26
313,24,hvaIhqoKbn,eSDaz,2,70.57,6.35,76.92,2024-04-02
314,59,jHYKoJtsQE,uHQMo,2,24.53,2.21,26.74,2024-04-16
315,76,nJPWtuCXAd,t9dsc,2,89.0,8.01,97.01,2024-04-08
316,56,oIJAWQUATO,VZesp,1,44.45,4.0,48.45,2024-04-26
317,10,ODkizcmyMM,NfP6p,2,52.38,4.71,57.09,2024-04-21
318,8,xgNYSkFDVe,G1KcG,2,30.78,2.77,33.55,2024-04-16
319,50,qbWtmSuWRE,doo4l,2,50.5,4.54,55.04,2024-04-02
320,17,QijPfzzoQV,AnwYR,2,21.97,1.98,23.95,2024-04-07
321,26,CEffEFEgcE,mdHBc,1,94.4,8.5,102.9,2024-04-03
322,75,ecHFWqPCrg,QOFjY,1,17.81,1.6,19.41,2024-04-29
323,91,FMXnTUsvgt,fZEJ7,1,84.55,7.61,92.16,2024-04-15
324,3,YkitqWLoIt,3694f,2,74.23,6.68,80.91,2024-04-28
325,56,VrBhRKtciO,yLOOQ,2,100.95,9.09,110.04,2024-04-03
326,62,SxjqhNlrqX,wdv8h,1,63.22,5.69,68.91,2024-04-03
327,2,wfhuKXxeOy,mDwVl,2,17.62,1.59,19.21,2024-04-01
328,17,FlciEtVNTz,nDRFH,1,30.71,2.76,33.47,2024-04-05
329,42,AqgCuNnNYb,EtfRm,1,17.42,1.57,18.99,2024-04-15
330,88,uhieykgfZs,tdxdd,2,48.5,4.37,52.87,2024-04-01
331,21,rtygSmkenc,VXBcW,1,52.24,4.7,56.94,2024-04-13
332,83,AHwycawCRt,8B6MK,2,95.87,8.63,104.5,2024-04-19
333,94,NdGsKxewPB,y0KZP,1,33.26,2.99,36.25,2024-04-29
334,90,XxwIDpKLyO,5xuYi,2,90.53,8.15,98.68,2024-04-23
335,59,ncbMlKwIjZ,jsluY,2,79.33,7.14,86.47,2024-04-01
336,31,CArjXsfDUm,MkNr4,1,82.37,7.41,89.78,2024-04-04
337,30,ctvRPqbvuQ,hscBl,2,52.82,4.75,57.57,2024-04-06
